"CompoundName","PredProbability"
"Micropeptin 478A",0.187010078387458
"Micropeptin HU975",0.187010078387458
"MC-FV",0.186709941920055
"Venturamide B",0.186586985391766
"Cyanopeptolin CP1048",0.186238835593781
"Aeruginosin 89A-SO3",0.184871099050203
"Aeruginosin 89B-SO3",0.184871099050203
"Cyanopeptolin 911",0.184808144087706
"[seco-1/2]MC-FR",0.184496124031008
"Aeruginosin LH606",0.184088806660499
"Bistratamide G",0.183879093198992
"Microginin 580",0.183266932270917
"Micropeptin HU1021",0.182454251883746
"Micropeptin T20",0.182323856613103
"Bistratamide F",0.181818181818182
"Oscillapeptide 97A",0.181208053691275
"Oscillapeptilide 97A",0.181208053691275
"MC-(H4)Y(H4)Y",0.180958385876418
"Micropeptin HM978",0.180268595041322
"Cyanopeptolin 1054 MB1",0.180149447693307
"Cyanopeptolin CP992",0.179950407368048
"[Mdha-Cys7]MC-YR",0.179943502824859
"Cyanopeptolin 959",0.179896142433234
"[NMe-Ser7]MC-LA",0.179576178297406
"[D-Leu1,Mdha-Cys(O)7]MC-LR",0.179479932165065
"Pompanopeptin B",0.179276315789474
"MC-FA",0.179268725594604
"Cyanopeptolin 1034",0.178922399186716
"MC-YA",0.177995795374913
"MC-FL",0.177712700369913
"MC-LY(OMe)",0.17762962962963
"Aeruginozamide AEG657",0.177587490692479
"MC-VA",0.17729158807997
"Microginin AL584",0.17703109327984
"[D-Leu1]MC-LY",0.176186291739894
"MC-YL",0.176134453781512
"MC-NfkA",0.175744808907614
"Microcyclamide MZ568",0.175263774912075
"Cyanopeptolin CP1020",0.17507777393709
"MC-LV",0.175054308472122
"Tasipeptin A",0.174979887369268
"Micropeptin KB956",0.174936617167693
"MC-YY",0.17486971627099
"Kempopeptin A",0.174752306115476
"MC-KynA",0.174659653465347
"[DMAdda5]MC-LA",0.173863636363636
"MC-VF",0.173469387755102
"[D-Leu1,Mdha-Cys7]MC-LR",0.173404562518048
"Micropeptin LH1062",0.172903225806452
"Micropeptin HH978",0.172863099374566
"Cyanopeptolin 920",0.172623434045689
"Piricyclamide ILGEGEGWNYNP+prenyl",0.172463214217466
"A90720A",0.172260273972603
"Somamide A",0.172216254923022
"Anabaenopeptin SA4",0.172007120605251
"Micropeptin DR1060",0.171820210392094
"Micropeptin MZ939A",0.171482889733841
"Lyngbyastatin 7",0.170731707317073
"MC-LY",0.170095179613141
"Micropeptin MZ859",0.170030715225977
"Micropeptin LH1048",0.169733815313835
"MC-OiaA",0.169715447154472
"Pahayokolide B",0.169625926564386
"Micropeptin LH1021",0.169616026711185
"MC-(H2)YA",0.169557522123894
"Micropeptin T2",0.16933518969718
"Anabaenopeptin SA1",0.169330453563715
"Micropeptin LH911B",0.169193934557063
"Cyanopeptolin 1054 MB2",0.168866328257191
"Cyanopeptolin SS",0.168703703703704
"[seco-1/2]MC-LR",0.168700527704486
"Cyanopeptolin 1068",0.168641000329055
"MC-LL",0.168345323741007
"Micropeptin GH979",0.168238993710692
"Dolastatin E",0.168103448275862
"MC-FAba",0.167789996452643
"Cyanopeptolin CP1018",0.167306350314027
"Anabaenopeptilide 90B",0.167125984251969
"Micropeptin LH911A",0.16686674669868
"MC-YM",0.166609996599796
"Cyanopeptolin 1041",0.166554959785523
"[seco-1/2]MC-HilR",0.16644929898924
"Pompanopeptin A",0.166429840142096
"Aeruginosin GE642",0.166204986149585
"MC-YAba",0.166199649737303
"Micropeptin SF909",0.166046319272125
"Microviridin M",0.165965583173996
"[D-Asp3,(E)-Dhb7]MC-HtyY",0.16593503072871
"Micropeptin MM850",0.165637406263785
"Oscillapeptide 97B",0.165174704013861
"Oscillapeptilide 97B",0.165174704013861
"Aeruginozamide AEG685",0.164612037708484
"MC-LA",0.164590411476028
"Microviridin SD1652",0.164326174179844
"MC-NfkAba",0.164257753688648
"[D-Asp3,(E)-Dhb7]MC-HtyHty",0.16410998552822
"[ADMAdda5]MC-(H4)YHar",0.163414634146341
"Piricyclamide SQWGWRGLSDP",0.163366336633664
"MC-LF",0.163268506900879
"Micropeptin MM836",0.162994604316547
"Micropeptin MZ845",0.162994604316547
"MC-KynAba",0.162898730257045
"Bistratamide E",0.162790697674419
"Anabaenopeptilide 202B",0.162710895052902
"Micropeptin MZ939B",0.162568306010929
"Aeruginopeptin 228B",0.162471395881007
"Micropeptin MM932",0.162241311987505
"MC-WV",0.16212909146528
"Micropeptin EI964",0.16201522290685
"Micropeptin KB1046",0.161723163841808
"Micropeptin DR1006",0.161659726353361
"Micropeptin KB984",0.161365260900644
"Cyanopeptolin CP978",0.161205073995771
"[D-Leu1,Mdha-GluCys(O)7]MC-LR",0.161022044088176
"MC-AhppaAhppa",0.160848924881318
"Aeruginopeptin 917SB",0.160799105895502
"MC-HilA",0.160560747663551
"Anabaenopeptin 864",0.160424187725632
"[D-Leu1,ADMAdda5]MC-LHar",0.159955960994023
"Cyanopeptolin 1006D",0.159635323560958
"[D-Asp3,D-MeO-Glu6]MC-LAba",0.159618263473054
"MC-YM(O)",0.159513349104427
"Micropeptin MZ925",0.159357870007831
"Micropeptin MM916",0.158973338639077
"[Dha7]MC-LA",0.158883826879271
"MC-LHty",0.158783783783784
"Anabaenopeptin 906B2",0.158777969018933
"Anabaenopeptin 906a",0.158777969018933
"MC-(H2)YG",0.158660844250364
"MC-OiaAba",0.158090724441436
"[DMAdda5]MC-LR",0.15807560137457
"Micropeptin KR 1002",0.157731958762886
"Micropeptin KR1030",0.157429048414023
"Aerugininopeptin 95A",0.157187993680884
"Micropeptin KB970C",0.157127232956617
"Aeruginosin K139",0.156862745098039
"[ADMAdda5]MC-LR",0.156827176781002
"Oscillapeptin C",0.156736813336977
"[D-Leu1,Ser7]MC-HtyR",0.156666666666667
"Cyanopeptolin 1063",0.156330014224751
"Bistratamide J",0.155980271270037
"Cyanopeptolin CP962",0.155811442965096
"[DMAdda5]MC-Y(OMe)R",0.155319822672577
"MC-WA",0.1547845373891
"[NMe-Ser7]MC-YR",0.1547845373891
"Cyanopeptolin S",0.154261704681873
"Anabaenopeptilide 202A",0.15424610051993
"Aeruginosin GE686",0.153711790393013
"Aeruginosin GE730",0.153711790393013
"Aeruginosin KY642",0.153711790393013
"MC-WL",0.153552912473315
"[Mdha-Cys7]MC-LR",0.153347732181426
"MC-HphHty",0.153327469950161
"MC-LM",0.153113553113553
"MC-LAba",0.152961146737081
"Micropeptin LH920",0.152961146737081
"[D-Leu1,D-MeO-Glu6,NMe-Ser7]MC-LR",0.152636594663279
"Ichthyopeptin A",0.15253740099736
"[NMe-Ser7]MC-LR",0.152488231338265
"Anacyclamide A11",0.151601134981759
"MC-LHph",0.151600753295669
"Anabaenopeptin 891",0.151368049426302
"[D-Ser1]MC-LA",0.151360544217687
"[D-Asp3]MC-LY",0.151288577791919
"Microviridin SD1684",0.151243663798184
"MC-LNfk",0.151027703306523
"Micropeptin LH925",0.150863800723182
"MC-HtyAhppa",0.150773195876289
"Anabaenopeptin 897",0.150406504065041
"Seco[D-Asp3]microcystin-RR",0.150079744816587
"[seco7][D-Asp3]MC-RR",0.150079744816587
"[D-MeO-Glu6]MC-FR",0.150045330915685
"[DMAdda5]MC-YR",0.14983606557377
"MC-HphHph",0.149761336515513
"[D-MeO-Glu6]MC-YR",0.149761336515513
"[D-Asp3,Dha7]MC-LY",0.149348362099331
"MC-HilAba",0.149178491411501
"Cyanopeptolin 1014",0.1490539093181
"Cyanopeptolin 1007",0.148958333333334
"Cyanopeptolin CB071",0.148643888693202
"[Ser7]MC-YR",0.148591777274199
"[Ser7]MC-HtyR",0.148579636131503
"Cyanopeptolin CP999",0.148366921473245
"Micropeptin MM978",0.148300536672629
"Cyanopeptolin 1020",0.148263888888889
"[ADMAdda5]MC-YR",0.148142317380352
"Anabaenopeptilide 90A",0.147663174858985
"[D-Asp3,(E)-Dhb7]MC-HtyW",0.147538595980192
"[DMAdda5]MC-LHar",0.147529575504524
"[D-Leu1,Mdha-GluCys7]MC-LR",0.147488678468505
"Aeruginopeptin 917SC",0.147401433691757
"Cyanopeptolin CP990",0.14733261725743
"[ADMAdda5]MC-LHar",0.147319960539297
"[DMAdda5]MC-FR",0.14698031364698
"[Asp3,Dhb7]MC-LY",0.146048109965635
"[epoxyAdda5]MC-LR",0.145582674458577
"MC-Y(OMe)R",0.14545167403664
"[D-Asp3]MC-LL",0.145348837209302
"Lyngbyazothrin B",0.145324651835775
"Portoamide D",0.145324651835775
"[D-Asp3,Ser7]MC-HtyR",0.145271368215795
"[D-Asp3,ADMAdda5,(E/Z)-Dhb7]MC-HtyR",0.145181674565561
"Cyanopeptolin 992",0.144883303411131
"[Gly1,D-Asp3,ADMAdda5,Dhb7]MC-RHar",0.144824311490978
"Aeruginosin 103A",0.14480111653873
"Anabaenopeptin G-Erhard",0.144794400699913
"[D-Leu1]MC-LHar",0.144693473961767
"[L-Ser7]MC-E(OMe)E(OMe)",0.144502617801047
"Anabaenopeptin 850",0.144460028050491
"[Mser7]MC-HtyR",0.144370651486401
"[D-Asp3]MC-LF",0.143623942745609
"Micropeptin LH911C",0.143562320032908
"Aeruginopeptin 95B",0.143430559272143
"Lyngbyazothrin A",0.143043705380463
"Portoamide C",0.143043705380463
"[NMe-Ser7]MC-(H4)YR",0.142834190231363
"MC-MhtyR",0.142743979721166
"[D-Asp3]MC-LA",0.142688679245283
"MC-WAba",0.14244923857868
"[Dha7]MC-YR",0.142305315203956
"Anabaenopeptin 882",0.142072902942468
"[D-Met(O)1,D-MeO-Glu6]MC-LR",0.141949152542373
"[ADMAdda5]MC-HilHar",0.141644908616188
"[D-Leu1]MC-HtyR",0.141314409132983
"[ADMAdda5]MC-FR",0.141307622777945
"Microviridin SD1634",0.141222738648552
"Spumigin I",0.141176470588236
"[D-Leu1]MC-FR",0.140220303661804
"[D-Leu1,D-MeO-Glu6]MC-LR",0.140159045725646
"Micropeptin KB970A",0.139560848529959
"MC-HarHar",0.139491046182847
"[dm(1)Adda5]MC-(H4)YR (isomer 2)",0.139395950879522
"[DMAdda5]MC-(H4)YR",0.139110225763612
"[Mdha-Cys7]MC-RR",0.139084507042254
"Micropeptin 973",0.138278046962356
"Micropeptin KB970B",0.138278046962356
"Micropeptin K139",0.13763322307975
"MC-NfkR",0.137183590340413
"[D-Leu1]MC-HphR",0.136835482856244
"[D-Asp3,ADMAdda5]MC-LR",0.136815068493151
"Planktopeptin BL1061",0.136792452830188
"[Dha7]MC-FR",0.136779073432083
"Nodulapeptin 917",0.136697997548018
"[ADMAdda5,Mser7]MC-LR",0.136530136530137
"Micropeptin KB928",0.136470128855915
"[ADMAdda5]MC-(H4)YR",0.136450686243217
"Aeruginozamide AEG671",0.135632183908046
"[Leu1,MeO-Glu6]MC-HilR",0.135612443292288
"[D-Leu1,NMe-Ser7]MC-LR",0.135437212360289
"Microviridin LH1667",0.135141622659625
"MC-LHar",0.134876435781413
"[Dha7]MC-HtyR",0.134868421052632
"Cyanopeptolin 1007 MB2",0.13472485768501
"[Mdha-NAcCys7]MC-RR",0.13464110566206
"MC-AHar",0.134229390681003
"Anabaenopeptin 906B1",0.134189548272808
"[D-Leu1,Mdha-GS(O)H7]MC-LR",0.133841886269071
"MC-YR",0.13372859025033
"MC-KynR",0.133513351335133
"[D-Leu1,ADMAdda5]MC-LR",0.133475971033575
"[D-Glu(OCH2CH(CH3)OH)6]MC-LR",0.1334431630972
"MC-RApa",0.133207287727741
"[Dhb7]MC-YR",0.133157547791694
"[D-Asp3,(E)-Dhb7]MC-LW",0.132678910702976
"[D-Phe1]MC-LR",0.132574543122796
"[D-Asp3,ADMAdda5]MC-LHar",0.132213170400543
"Microviridin J",0.13201166180758
"Cyanopeptolin 1000A",0.13165791447862
"[Dha7]MC-HphR",0.131614199598124
"Bistratamide D",0.131367292225201
"Nodulapeptin 901",0.131315240083507
"[D-MeO-Glu6]MC-LR",0.130562262849258
"MC-OiaR",0.130312035661219
"[NMe-Ser7]MC-RY",0.130302105584376
"[D-Asp3,Ser7]MC-E(OMe)E(OMe)",0.129235760634463
"MC-FR",0.128571428571429
"[Gly1,D-Asp3,ADMAdda5]MC-LHar",0.128156347284677
"MC-(H2)YR",0.127984084880637
"[D-Asp3,Mser7]MC-HtyR",0.127412495911024
"Cyanopeptolin CP1027",0.127118644067796
"Cyanopeptolin CP969",0.127062706270627
"[DMAdda5]MC-WR",0.126570640514863
"Oscillapeptin F",0.126415628539072
"Aeruginosin DA722",0.126341866226259
"MC-LW",0.125826771653544
"[D-Leu1,DMAdda5]MC-LR",0.125693481276005
"MC-AhppaR",0.125565610859729
"[dm(1)Adda5]MC-(H4)YR (isomer 1)",0.125463743676222
"Cyanopeptolin 986",0.12541930674618
"[D-Leu1,Adda(O)5]MC-LR",0.125084288604181
"Oscillamide C",0.12495057334915
"[D-Leu1,dmAdda5]MC-LR (isomer 2)",0.124479166666666
"[D-Asp3,Dha7]MC-FR",0.123898484314417
"MC-RL",0.123886223440713
"[D-Asp3]MC-HarAba",0.12354862119013
"Micropeptin SD999",0.123481781376518
"[Dha7]MC-WR",0.122807017543859
"[Gly1,D-Asp3,ADMAdda5,Dhb7]MC-RR",0.122653934804083
"[D-Val1]MC-LR",0.122651356993737
"Dolastatin I",0.122562674094708
"[D-Asp3,(E)-Dhb7]MC-HtyR",0.122455789122456
"[D-Asp3,(Z)-Dhb7]MC-HtyR",0.122455789122456
"Anabaenopeptin B1",0.122302158273381
"MC-(H4)YR",0.122162883845127
"MC-RA",0.121732903687791
"MC-AW",0.121376811594203
"Anabaenopeptin 820",0.121339950372209
"[Dha7]MC-E(OMe)E(OMe)",0.120677102293411
"Aeruginosin IN608",0.120638085742772
"Aeruginosin IN652",0.120638085742772
"[dm(2)Adda5]MC-LR",0.120538965768391
"[D-Asp3,(E)-Dhb7]MC-YR",0.120420624151968
"Bistratamide I",0.120179948586118
"[L-Ser7]MC-EE(OMe)",0.120036429872496
"MC-VR",0.119971264367816
"[D-Asp3,Dha7]MC-HtyR",0.119823489477258
"[D-Leu1,dmAdda5]MC-LR (isomer 1)",0.119587988826815
"Micropeptin A",0.118670274449169
"[Ser7]MC-RR",0.118299139642621
"[D-Asp3,D-MeO-Glu6]MC-HtyR",0.118181818181818
"[Gly1,D-Asp3]MC-LHar",0.117969320672023
"Microviridin L",0.117463256567527
"MC-HtyR",0.117306419589676
"Cyanopeptolin CP1013",0.117145899893503
"[Dha7]MC-LR",0.116678858814923
"[D-Asp3,DMAdda5]MC-HtyR",0.116524701873935
"[Gly1,D-Asp3,ADMAdda5,(E/Z)-Dhb7]MC-LHar",0.116234221598878
"[D-Leu1]MC-MR",0.116223585548739
"Ferintoic acid A",0.115915363385464
"Pahayokolide A",0.115327989530509
"[D-Asp3,ADMAdda5]MC-HtyR",0.115271419228254
"[D-Asp3,Dha7]MC-HphR",0.11509172724126
"[NMe-Ala7]MC-LR",0.11502849002849
"[D-Hil1]MC-LR",0.11493860845839
"[D-Leu1,Adda(OH)5]MC-LR",0.11493860845839
"[D-Leu1,Mdha-GSH7]MC-LR",0.114920180106427
"[Mdha-GSH7]MC-YR",0.114543244885558
"[D-Leu1]MC-M(O2)R",0.113787375415282
"[DMAdda5]MC-HilR",0.11376604850214
"[D-Met(O)1]MC-LR",0.113729508196722
"Oscillapeptin D",0.113541955137081
"Anabaenopeptin KB906",0.113384484228474
"MC-HphR",0.113283884018881
"[ADMAdda5]MC-HilR",0.112897707834416
"[D-Asp3,(E)-Dhb7]MC-HphR",0.112897707834416
"MC-RY(OMe)",0.112749615975422
"[Dha7]MC-RY",0.112691815856778
"Schizotrin A",0.112581725402647
"Nodulapeptin 915b",0.112168874172186
"Anabaenopeptin T",0.112030411449016
"[D-Leu1]MC-LR",0.111805555555555
"[Gly1,D-Asp3,ADMAdda5]MC-RHar",0.111640907596186
"[D-Leu1]MC-HilR",0.111486486486487
"[D-Asp3]MC-YR",0.11107302022626
"MC-LE",0.110689916603487
"[D-Asp3,ADMAdda5,Thr7]MC-LR",0.110473208072373
"Micropeptin F",0.109878310665712
"[dm(1)Adda5]MC-LR",0.109738372093023
"Aeruginosin KY608",0.109022556390978
"[D-Asp3]MC-FR",0.108922969675845
"MC-RAba",0.108921533500538
"[D-Asp3,Ser7]MC-RR",0.108850457782299
"Balgacyclamide A",0.108665749656121
"[D-Asp3]MC-(H2)YR",0.108628394637332
"Anabaenopeptin SA2",0.108621529469069
"[D-Asp3,Thr7]MC-RR",0.108564737370358
"[Dha7]MC-(H4)YR",0.108400139421401
"[D-Asp3,D-MeO-Glu6]MC-LR",0.10811794685111
"Anabaenopeptin 933",0.108108108108108
"[D-Leu1]MC-M(O)R",0.107567017305734
"MC-WR",0.107540173053152
"MC-RM",0.107367318435754
"[ADMAdda5]MC-RHar",0.107360977177757
"[Gly1,D-Asp3,Dhb7]MC-RR",0.106822880771882
"Balgacyclamide B",0.106396866840731
"Micropeptin 1120",0.106051703877791
"[D-Met1]MC-LR",0.105907025515554
"MC-AnaR",0.105862068965517
"Micropeptin SF995",0.105707848291401
"Microviridin A",0.105630525825965
"Anabaenopeptin KT864",0.105098605098605
"[D-Asp3,ADMAdda5,(E/Z)-Dhb7]MC-RR",0.104574080212131
"MC-LR",0.10453216374269
"[(6Z)-Adda5]MC-LR",0.10453216374269
"MC-AR",0.103688370342492
"MC-RE",0.103114186851211
"[D-Asp3,Mser7]MC-LR",0.102564102564102
"Micropeptin SD-1002",0.101539589442815
"[Mdha-GSH7]MC-LR",0.101416613007083
"[ADMAdda5,Dha7]MC-LR",0.101084990958409
"[Mser7]MC-RR",0.100998336106489
"MC-RY",0.100863171355498
"[D-Asp3]MC-LW",0.100492610837438
"[Gly1,D-Asp3,(E/Z)-Dhb7]MC-LHar",0.100257069408741
"Aeruginoguanidin 98B",0.10004675081814
"Anabaenopeptin C",0.1
"[Gly1,D-Asp3]MC-RHar",0.1
"[D-Ser1,ADMAdda5]MC-LR",0.099929627023223
"[Ser7]MC-LR",0.097348347257537
"[D-Asp3]MC-WR",0.0960989533777355
"[D-Asp3,Dha7]MC-E(OMe)E(OMe)",0.0958982149639195
"[Gly1,D-Asp3,ADMAdda5]MC-LR",0.0957059679767105
"Ferintoic acid B",0.0951829550717925
"[D-Aba1]MC-LR",0.0938753189938025
"MC-MR",0.0933965705946735
"[D-Asp3]MC-HtyR",0.091223220456116
"Micropeptin SD944",0.0902255639097745
"[Dha7]MC-EE(OMe)",0.0900229357798165
"Aerucyclamide DSO2",0.08926487747958
"[Mdhb7]MC-LR",0.088756326825741
"MC-M(O2)R",0.088591800356506
"MC-HilR",0.087766920014477
"[Me-Ala1]MC-LR",0.087766920014477
"[DMAdda5]MC-RR",0.0875
"[D-Leu1]MC-RR",0.0868135481749425
"Micropeptin B",0.0861570247933885
"[D-Asp3]MC-HphR",0.086006344730349
"[D-Met1,D-Asp3]MC-LR",0.0857505438723715
"MC-RF",0.08520105471325
"Micropeptin SD979",0.0851268255188315
"[D-Leu1,D-Asp3]MC-LR",0.0844226579520695
"[D-Leu1,Dha7]MC-LR",0.0837572674418605
"Anabaenopeptin H-Itou",0.0835140997830805
"(-)Psymbamide A",0.08345255126371
"[D-Asp3,(E)-Dhb7]MC-RR",0.0833623997209625
"Aeruginosin 602",0.083248730964467
"[Asp3]MC-LE",0.082903609678699
"MC-M(O)R",0.082787481804949
"[Dha7]MC-RR",0.081118881118881
"[D-Asp3]MC-RE",0.081056793673616
"[Gly1,D-Asp3,ADMAdda5]MC-RR",0.0805728088336785
"[ADMAdda5]MC-RR",0.08025520483546
"Aeruginosin DA688",0.08
"Lyngbyaureidamides B",0.0797028876648305
"Lyngbyazothrin D",0.0797028876648305
"Portoamide B",0.0797028876648305
"[D-Asp3,Ser7]MC-LR",0.0796493902439025
"[D-Asp3]MC-RY",0.079436152570481
"Lyngbyaureidamides A",0.0792055323255065
"Lyngbyazothrin C",0.0792055323255065
"Portoamide A",0.0792055323255065
"Micropeptin 1106",0.0789635081263415
"Aeruginosin DA495B",0.0786802030456855
"Micropeptin E",0.078405188859214
"Microviridin 1777",0.0781743709771795
"Anabaenopeptin SA3",0.0778645833333335
"[Gly1,D-Asp3]MC-LR",0.0776830685780705
"[D-Asp3]MC-LR",0.0761285386381025
"[D-Asp3]MC-RHar",0.075468424705066
"[D-Asp3,ADMAdda5,Dha7]MC-HilR",0.074706314243759
"[D-Asp3,ADMAdda5,Dha7]MC-LR",0.0744238760861355
"[D-Ser1]MC-LR",0.072228443449048
"Anabaenopeptin D",0.072225038013178
"[D-Leu1,D-Asp3]MC-RR",0.071210579857579
"Anabaenopeptin MM850",0.0710659898477155
"[D-Asp3,ADMAdda5,(E/Z)-Dhb7]MC-LR",0.068207024029575
"Oscillamide B",0.067753438614366
"[D-Asp3,Dha7]MC-EE(OMe)",0.065710872162485
"Anabaenopeptin MM913",0.0649520488230165
"[D-Asp3]MC-HilR",0.064030131826742
"[D-Asp3,D-MeO-Glu6]MC-RR",0.0624560168895145
"[Dha7]MC-HilR",0.061910154775387
"[D-Asp3,Dha7]MC-RR",0.061549601737871
"[Gly1,D-Asp3]MC-RR",0.060188542422045
"Aeruginosin 101",0.0595555555555555
"Aeruginosin GE766",0.0595555555555555
"Aeruginosin GE810",0.0595555555555555
"MC-RR",0.058480565371025
"[(6Z)-Adda5]MC-RR",0.058480565371025
"Anabaenopeptin SA13",0.056857855361596
"Microviridin K",0.054531490015361
"Bacteriohopanetetrol from 'Anacystis montana'",0.0508731966590735
"[Gly1,D-Asp3,Dhb7]MC-LR",0.050137632717263
"Oscillapeptin E",0.0455081001472755
"Lyngbyaureidamide B",0.0454079014879425
"Anabaenopeptin HU892",0.043437645959832
"Anabaenopeptin KB899",0.042818305391935
"Micropeptin KT946",0.04221635883905
"Cyanopeptolin 972",0.0418566100290095
"[D-Asp3,Dha7]MC-LR",0.040507859733978
"MC-EE",0.038958417440452
"MC-ER",0.037977099236641
"Planktopeptin BL1125",0.0353941267387945
"Anabaenopeptin B",0.032778076303063
"[D-Asp3,(E)-Dhb7]MC-LR",0.032767469403869
"[D-Asp3,(Z)-Dhb7]MC-LR",0.032767469403869
"Anabaenopeptin A",0.0314940135346175
"Anabaenopeptin G-Itou",0.0307076101468625
"[Mdha-GSH7]MC-RR",0.0290749887741355
"[D-Asp3]MC-RR",0.026306039273805
"Aeruginosin 102B",0
"Aeruginosin EI461",0
"Microcyclamide 7806A",0
"Microviridin B",0
"Microviridin E",0
